,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
hsa-miR-128-3p,10690.00118,0.398761994,0.349696895,1.140307505,0.254158212,0.503269166
hsa-miR-1281,0.509049743,0.477567547,0.747954037,0.638498522,0.523149216,NA
hsa-miR-1282,0.386523659,0.092832469,0.637985907,0.145508651,0.884309286,NA
hsa-miR-1283,1.250092239,-0.166149339,0.683864777,-0.242956421,0.808039157,NA
hsa-miR-1284,0.845886607,0.554721471,0.749639654,0.739984162,0.459309604,NA
hsa-miR-1285-3p,66.58933787,0.011943081,0.22715057,0.052577817,0.958068292,0.986729965
hsa-miR-1285-5p,102.0177073,1.452917909,0.300202467,4.839793372,1.30E-06,4.86E-05
hsa-miR-1286,9.764777617,-0.252246478,0.447261924,-0.563979324,0.572768203,0.790931656
hsa-miR-1287-3p,1.438070783,0.511284689,0.678708068,0.753320482,0.451257354,NA
hsa-miR-1287-5p,64.96230591,-0.356530125,0.207842757,-1.715383932,0.086274859,0.25512274
hsa-miR-1288-3p,0.427862554,-0.242705654,0.726132563,-0.334244277,0.738195235,NA
hsa-miR-1288-5p,0.179394685,-0.264391615,0.520432705,-0.508022674,0.611437442,NA
hsa-miR-1289,0.54238569,1.249969373,0.749688831,1.667317587,0.095451271,NA
hsa-miR-129-1-3p,108.1269712,-0.024822217,0.293542846,-0.084560798,0.932610566,0.973522695
hsa-miR-129-2-3p,268.8061248,-0.389852861,0.390130381,-0.999288649,0.317654882,0.581705356
hsa-miR-129-5p,751.9289591,-0.005523797,0.413190034,-0.01336866,0.989333671,0.998874015
hsa-miR-1290,8.442200707,-0.105486066,0.416170164,-0.253468593,0.799906128,0.923103296
hsa-miR-1291,10.12502387,-0.663942388,0.357930408,-1.854948264,0.063603615,0.210072507
hsa-miR-1292-3p,0.173905168,-0.244731523,0.583399075,-0.419492476,0.674856252,NA
hsa-miR-1292-5p,2.175535317,-0.248240471,0.600227376,-0.413577389,0.679183635,0.852644204
hsa-miR-1293,0.304619803,0.385254859,0.681012567,0.565708883,0.571591695,NA
hsa-miR-1294,4.864494666,-0.168254129,0.508269325,-0.331033412,0.740619248,0.877181395
hsa-miR-1295a,1.10804685,0.141582221,0.670578193,0.211134544,0.832782285,NA
hsa-miR-1295b-3p,0.317462016,0.693086744,0.731687362,0.947244383,0.343514264,NA
hsa-miR-1296-3p,5.402400952,0.413479778,0.42038238,0.983580183,0.325321973,0.584240318
hsa-miR-1296-5p,632.9881123,0.179517245,0.270758653,0.663015727,0.507320481,0.740160157
hsa-miR-1297,0.382597341,-0.06521193,0.733216486,-0.08893953,0.929129968,NA
hsa-miR-1298-3p,22.58405628,-0.025789939,0.507446497,-0.050822972,0.959466586,0.986799131
hsa-miR-1298-5p,178.8141694,-1.436892403,0.743244621,-1.933269832,0.053202966,0.183839953
hsa-miR-1299,62.12593968,1.02046356,0.533804042,1.911681963,0.055916999,0.190081488
hsa-miR-1301-3p,137.0085306,-0.254361254,0.11948697,-2.128778175,0.033272617,0.130473522
hsa-miR-1301-5p,1.001910489,0.562684618,0.710545295,0.791905347,0.428415869,NA
hsa-miR-1302,1.57843811,-0.195480479,0.677085195,-0.288708836,0.7728042,NA
hsa-miR-1303,20.83192663,0.648838528,0.273056153,2.376209143,0.017491545,0.081393991
hsa-miR-1304-3p,46.02371447,0.5067546,0.194244603,2.608847773,0.009084765,0.050864966
hsa-miR-1304-5p,2.02534525,0.665028011,0.599792034,1.108764327,0.267531863,0.520642864
hsa-miR-1305,1.283591619,0.319624582,0.702471175,0.455000281,0.649109037,NA
hsa-miR-1306-3p,6.088979148,-0.33033146,0.446637812,-0.739595822,0.459545277,0.702399862
hsa-miR-1306-5p,39.85817757,-0.399363159,0.173214743,-2.305595658,0.021133236,0.094557685
hsa-miR-1307-3p,362.775538,-0.414746314,0.17438691,-2.378311047,0.017392148,0.081292763
hsa-miR-1307-5p,5497.755837,-0.104983556,0.308670422,-0.340115375,0.733769644,0.876005492
hsa-miR-130a-3p,1312.066256,-0.42755347,0.177634283,-2.40693104,0.016087207,0.076976774
hsa-miR-130a-5p,3.415196067,-0.868431602,0.586316327,-1.481165647,0.138562438,0.347069073
hsa-miR-130b-3p,358.316837,-0.080881137,0.159422837,-0.507337209,0.611918235,0.80871607
hsa-miR-130b-5p,75.41529371,-0.300024807,0.164859029,-1.819887018,0.068776212,0.222249056
hsa-miR-132-3p,1729.978976,1.287600919,0.310223352,4.150560914,3.32E-05,0.000598706
hsa-miR-132-5p,155.4709086,0.691776768,0.266509889,2.59568893,0.009440149,0.052373436
hsa-miR-1321,0.179394685,-0.264391615,0.520432705,-0.508022674,0.611437442,NA
hsa-miR-1322,1.179326698,-0.008811581,0.699109818,-0.012604001,0.989943728,NA
hsa-miR-1323,0.733373961,-0.876506031,0.752413235,-1.164926387,0.244048792,NA
hsa-miR-1324,0.255285926,0.413371167,0.677613749,0.610039521,0.541835628,NA
hsa-miR-133a-3p,147.6811421,0.711884073,0.228949431,3.109350699,0.00187499,0.014225469
hsa-miR-133a-5p,0.773459585,0.242596751,0.73083243,0.331945794,0.739930191,NA
hsa-miR-133b,0.261090669,0.25794471,0.678104035,0.380391056,0.703655153,NA
hsa-miR-134-3p,5.081708374,0.298455498,0.47206118,0.632239021,0.527230703,0.755144386
hsa-miR-134-5p,157.6643123,-0.083741751,0.341163284,-0.245459446,0.806100705,0.926440656
