"","ANOVA.F","Type Healthy control - NLA","Type Healthy control - Other","Type Healthy control - PLS","Type NLA - Other","Type NLA - PLS","Type Other - PLS","FDR"
"599.505@24.515991",0.0324035842095566,0.0256,0.0115,0.0084,0.5734,0.4386,0.8862,0.0561031100524738
"599.6544@24.555132",0.121752074065229,0.9496,0.0945,0.0952,0.0867,0.0807,0.9443,0.170478348220906
"600.3227@5.9091344",0.701399661896682,0.4367,0.4243,0.6259,0.9683,0.4472,0.422,0.73085190275393
"600.5077@24.363867",0.0297209286846585,0.1715,0.0309,0.0122,0.1953,0.0474,0.5619,0.0520601888071142
"600.5127@22.79582",0.609225253334567,0.8202,0.3016,0.6769,0.2138,0.512,0.484,0.648936279386581
"600.5134@22.61278",0.00325081704020003,0.0423,0.0057,5e-04,0.3243,0.06,0.4159,0.00850799772239851
"601.2096@22.162054",0.0718375032015293,0.3242,0.1575,0.0436,0.4401,0.0404,0.2199,0.109140877879874
"601.2119@22.026821",2.40007560822209e-05,0.0212,5e-04,0,0.0937,0.0011,0.0999,0.000208837747728415
"601.5196@25.01183",0.0761167357126271,0.0444,0.1727,0.0716,0.0477,0.4041,0.1599,0.113962486988738
"601.7875@0.59823817",2.21061241534315e-08,0,0,0,0.6143,0.5552,0.9739,1.85138789784989e-06
"602.5292@22.869314",0.113212526630393,0.7663,0.0847,0.0746,0.1023,0.0803,0.9571,0.160195127438993
"603.2269@22.236324",1.16195716826084e-07,3e-04,0,0,0.0316,3e-04,0.1216,4.03815752927418e-06
"603.3076@22.20501",0.110216583425047,0.1556,0.0365,0.0281,0.384,0.3307,0.9847,0.156678442324567
"604.2293@22.255337",3.78545612300663e-07,0,0,0,0.0416,0.007,0.639,8.45418534138146e-06
"604.5208@25.011122",0.0873884092211101,0.0481,0.177,0.0769,0.0555,0.4099,0.1808,0.128681833358558
"605.2098@19.83958",0.000226388257618448,0.6049,2e-04,0.001,9e-04,0.0039,0.3533,0.00118964809885773
"605.21@19.494682",0.00021491534106588,0.8093,4e-04,0.0042,2e-04,0.0022,0.2006,0.00115560355630828
"605.2428@22.492363",1.49069954691328e-06,0.0019,0,0,0.0079,9e-04,0.5613,2.26992885552703e-05
"605.8793@0.58408344",1.58350437651222e-07,0,0,0,0.8373,0.4714,0.6363,5.05213301077709e-06
"606.4608@22.747152",0.0520558493782719,0.1506,0.0245,0.0114,0.3085,0.1792,0.8044,0.0833391136999813
"607.0808@0.8486366",0.226259117285284,0.0526,0.1136,0.1218,0.5058,0.3819,0.8965,0.285487021810057
"607.2216@22.188507",0.000103058112924881,0.0033,0,1e-04,0.032,0.0839,0.6485,0.000648346813705823
"607.2573@22.6915",1.32598194979572e-07,7e-04,0,0,0.002,0.0011,0.9792,4.3336971042104e-06
"607.3087@21.960985",0.142892921896419,0.2219,0.7324,0.0451,0.3523,0.3724,0.075,0.194195248824749
"607.309@21.769838",0.0186339684766217,0.8717,0.5431,0.0147,0.6089,0.0074,0.0423,0.0348736281545713
"607.5155@24.136189",0.951660506742947,0.806,0.9014,0.7738,0.714,0.5763,0.8819,0.954509789697267
"608.4781@22.879677",0.460991426636243,0.2511,0.2778,0.1227,0.9465,0.6085,0.5763,0.509676989845351
"609.2598@22.342773",0.0104257965839618,0.0032,0.1319,0.2714,0.0479,0.0072,0.5371,0.0213291105687158
"609.3241@22.255152",0.00573766009458132,0.0136,0.0036,0.0012,0.5153,0.4197,0.9307,0.0131651789841421
"609.3249@22.395731",0.00114835059236285,0.1235,0.0097,0.002,0.0631,0.0024,0.2204,0.00397620101748376
"609.533@24.602022",0.267862835652623,0.0581,0.2148,0.179,0.4786,0.4343,0.9951,0.327806033548945
"609.6853@24.556938",0.233035003471856,0.2955,0.3527,0.6775,0.0468,0.4936,0.1701,0.291565737303723
"610.4925@22.93027",0.00154628683326241,0.0285,0.002,3e-04,0.226,0.0742,0.6378,0.00489840273421189
"611.3966@22.866951",0.322470948712817,0.7719,0.2526,0.1479,0.3109,0.1522,0.7384,0.380044917568315
"611.5483@25.016735",0.0276780074165294,0.0267,0.1122,0.0182,0.0936,0.6254,0.0302,0.0489940950305804
"612.1503@0.7099288",0.641092261271702,0.8698,0.9936,0.5968,0.7178,0.3996,0.24,0.675895853740425
"612.1515@1.3878225",0.35283441785999,0.557,0.31,0.1908,0.4302,0.1522,0.5793,0.407936255334242
"612.5136@22.762743",0.114540277170751,0.2126,0.0731,0.0227,0.5123,0.2477,0.6715,0.161732319714232
"613.2716@22.26476",0.792887509682689,0.8216,0.4618,0.7675,0.3431,0.5935,0.6193,0.816655851633208
"613.3371@22.085354",0.584819673300699,0.3037,0.2364,0.214,0.8384,0.8448,0.9767,0.62592520944324
"613.3374@22.202925",0.298527934058846,0.2727,0.729,0.6848,0.384,0.0655,0.3713,0.355896291493642
"613.5198@24.853058",0.248777460562705,0.0519,0.2717,0.1719,0.3319,0.3838,0.8157,0.308954399586677
"614.4057@22.870388",0.0744372042812063,0.0367,0.0705,0.0151,0.6735,0.5202,0.3101,0.112358415299692
"614.5211@24.663294",0.00406614132274785,0.0077,0.0075,0.0012,0.9857,0.0891,0.1079,0.0100343082366153
"614.5269@22.793322",0.41039039104043,0.166,0.5051,0.1407,0.4491,0.9824,0.4123,0.463288225774369
"615.2386@19.49431",9.95508975579762e-05,0.9526,1e-04,0.0025,1e-04,0.0029,0.1157,0.000632218970273403
"615.2387@19.838707",0.000864459513720828,0.7975,0.0011,0.0027,0.0021,0.0053,0.4902,0.00320879708694158
"615.281@22.397087",0.0727528085824644,0.0201,0.1061,0.1474,0.2031,0.0791,0.7152,0.110156794915822
"615.5343@25.422491",0.0485563846718585,0.0167,0.0177,0.1256,0.9157,0.1729,0.1883,0.0792515900856156
"616.1026@1.8452855",0.454071253489131,0.9541,0.5069,0.6492,0.1401,0.2445,0.6226,0.503271695347754
"617.2428@22.510408",0.00116491564608057,0.1743,3e-04,0.0028,0.0062,0.0554,0.2922,0.00400859488185661
"617.3677@22.495417",0.00657473512284878,0.0089,0.0072,0.0019,0.8984,0.2974,0.3877,0.0147080885886767
"617.3687@22.600946",0.00112654282050573,0.0098,0.001,4e-04,0.1873,0.0588,0.6506,0.00391079631989035
"617.5131@24.250433",0.487911645202017,0.1573,0.5384,0.2352,0.4439,0.7743,0.6051,0.535025862987482
"619.5286@24.65276",1.83966922233658e-05,0.0119,3e-04,2e-04,3e-04,0,0.5169,0.000174833812619221
"621.2042@18.891836",0.000220214570379018,0.3692,0.0014,0.0075,1e-04,7e-04,0.3211,0.00116635385101931
"621.8529@0.58815396",8.11211712248294e-08,0,0,0,0.8495,0.227,0.3364,3.33462904108675e-06
"623.2155@22.041761",1.89888446479047e-05,0.0128,4e-04,0,0.1543,0.0025,0.1095,0.00017919050583234
"623.2289@26.27357",0.883110347515739,0.4853,0.7383,0.5104,0.6572,0.97,0.6918,0.893680885990454
"625.2102@22.15006",0.110376454891337,0.8786,0.5361,0.1662,0.2621,0.0227,0.2563,0.156678442324567
"625.2669@19.840342",0.0193240978782122,0.8072,0.0288,0.0308,0.017,0.0172,0.7973,0.0359642932733394
"625.3126@22.533537",0.0224729602984267,0.2656,0.0757,0.0034,0.4839,0.0362,0.1395,0.0408455585011942
"625.5636@25.421898",0.238026306977716,0.0618,0.1151,0.085,0.7868,0.7549,0.9935,0.296702559395479
"626.2143@22.041878",4.53592404804359e-05,0.0203,6e-04,0,0.1198,0.0025,0.1399,0.000339560794658012
"626.5223@24.530869",0.0115078279955897,0.0261,0.0041,0.0059,0.1466,0.2032,0.7261,0.0232586568839973
"626.5276@22.7678",0.0023444799328316,0.4516,0.0093,0.0043,0.014,0.0032,0.7439,0.00675940506284431
"626.6807@24.554506",0.141859593409081,0.7033,0.0826,0.0727,0.135,0.1146,0.9448,0.193542981484484
"627.2814@22.261992",0.669842838294827,0.2376,0.6914,0.515,0.4184,0.5097,0.8187,0.701241721339897
"627.2834@22.407286",0.0115708421206543,0.743,0.0922,0.0167,0.0763,0.0045,0.2988,0.0233230240826481
"628.292@18.890944",0.000827891365915989,0.4253,0.0044,0.0112,6e-04,0.0014,0.4973,0.00312499839528852
"628.5387@25.00978",0.265082783727048,0.1469,0.3766,0.2714,0.1169,0.2466,0.5416,0.325582887437437
"628.5452@22.947796",0.00291906412183629,0.1199,0.0034,9e-04,0.0952,0.0347,0.7585,0.00783876938529184
"628.5469@23.022024",0.000166105810415984,0,0.0016,0.0016,0.1151,0.0458,0.7725,0.00095528663501038
"629.2459@22.425898",3.6937495646594e-06,0.0137,1e-04,0,0.0143,2e-04,0.1338,4.88293274408532e-05
"629.5502@25.874617",0.630743414615719,0.5969,0.9267,0.564,0.499,0.2003,0.6001,0.666558498095476
"630.2459@22.433193",7.08297530627178e-08,0.0036,0,0,8e-04,0,0.4729,3.33462904108675e-06
"630.4622@22.734724",0.997870374402008,0.9281,0.9177,0.8489,0.9867,0.9113,0.9295,0.997870374402008
"630.4988@26.435642",0.330476895241323,0.5494,0.8584,0.4305,0.36,0.0749,0.4796,0.387774990913637
"631.2421@22.138344",0.109596147402089,0.3481,0.7328,0.1618,0.5715,0.0213,0.0936,0.156232805871062
"631.2426@22.019148",0.0491897472900095,0.2325,0.778,0.2015,0.3197,0.0072,0.0904,0.0800902325256533
"631.3929@21.979242",0.000599596050019802,0.7251,0.0036,0.0709,2e-04,0.0199,0.0178,0.00242818811477309
"632.552@25.87071",0.607517934830708,0.2981,0.2727,0.2378,0.8921,0.8376,0.9578,0.648148115185628
"633.2365@22.331896",0.000782105634332453,0.1644,9e-04,3e-04,0.0246,0.0122,0.8999,0.00300292707737962
"633.3259@21.979904",0.00126170099402834,0.0116,0.0524,1e-04,0.6475,0.0642,0.0353,0.00423729155889216
"634.1336@1.3877001",0.276432398522282,0.5914,0.357,0.1707,0.4856,0.1028,0.391,0.335343542231133
"634.4925@22.867111",0.00240017917468982,0.0054,0.0283,3e-04,0.6516,0.3064,0.1673,0.00687230789334265
"635.3405@22.532425",0.0815955435618099,0.6038,0.6933,0.0583,0.3459,0.1311,0.0199,0.120682150521882
"635.3413@22.392136",0.0107847182618466,0.0128,0.0013,0.0188,0.2358,0.722,0.1173,0.0219962290272061
"635.524@24.30638",0.00107282002517128,0.4139,0.0022,0.033,6e-04,0.0318,0.0431,0.00375407516738543
"636.5072@22.97773",0.00234722508753482,0.0173,0.0019,4e-04,0.2816,0.0958,0.6272,0.00675940506284431
"636.5142@22.735008",0.210052653446095,0.2306,0.1227,0.0442,0.6682,0.3549,0.6626,0.269349813988294
"637.2595@22.028522",0.0207091490722997,0.0097,0.0043,0.0292,0.6675,0.4808,0.2647,0.0381709212611851
"637.2599@22.147112",0.436726412622973,0.9055,0.8618,0.2154,0.9479,0.1902,0.2358,0.487677827428986
"637.3585@22.838406",0.00072045578085822,0.254,3e-04,0.0037,0.0025,0.0302,0.1399,0.00281460858994173
"637.8264@0.5911862",0.0572319078207948,0.4006,0.1846,0.0192,0.5271,0.0414,0.1789,0.0902244193880765
"638.5298@22.86329",0.000835229108553492,0.0141,0.0012,1e-04,0.2702,0.0952,0.6438,0.00314383990298225
"639.2745@22.333702",0.0229661094292004,0.0124,0.0112,0.2185,0.9968,0.0664,0.0648,0.0415311560528051
"639.284@22.531105",0.00147678674702567,0.4142,0.0027,0.3613,2e-04,0.0612,0.0094,0.00477993778022802
"639.5794@25.878418",0.656300552662401,0.2955,0.7659,0.8302,0.3988,0.2914,0.9061,0.688678731846215
"641.1857@19.837479",0.000176130252034223,0.3271,1e-04,7e-04,0.0011,0.0098,0.2278,0.000987444414991712
"641.1864@19.494596",0.000176855716117919,0.7642,3e-04,0.0044,2e-04,0.002,0.1766,0.000987444414991712
"642.4622@23.238678",0.000679968461121505,0.0152,6e-04,1e-04,0.1616,0.0851,0.8176,0.0026957329523752
"642.5538@25.423094",0.0166362067061752,0.005,0.0105,0.008,0.7245,0.8061,0.9022,0.0317105504783424
"643.5649@26.491001",0.880224309170505,0.9766,0.8979,0.4888,0.8799,0.487,0.6072,0.891534825614873
"645.5533@24.309153",0.00546333357441109,0.1978,0.0046,0.0079,0.017,0.0264,0.6378,0.012643984438188
"646.1833@19.837713",0.000283688037254981,0.3338,2e-04,7e-04,0.0021,0.009,0.3659,0.00139758077177086
"646.4417@22.868809",0.157159910062273,0.285,0.0881,0.0357,0.474,0.2882,0.7883,0.210594279483446
"647.6205@27.328619",1.63715520220542e-05,0.0099,0,0,0.0199,0.0063,0.9187,0.000158512695564068
"648.4547@22.948528",0.276533294153285,0.5632,0.1645,0.0817,0.3915,0.2388,0.8161,0.335343542231133
"650.3456@10.885968",0.0111185962114001,0.1007,0.0104,0.0204,0.0115,0.0417,0.373,0.0225741195807214
"651.2305@22.188635",2.35138141320146e-05,0.0584,9e-04,0,0.0405,4e-04,0.1125,0.000208665635343706
"651.5032@24.370289",0.00835347799668595,0.1035,0.014,0.0036,0.1725,0.0237,0.4167,0.0176835079234742
"651.6152@27.8026",0.0718096040293924,0.0707,0.1162,0.012,0.9219,0.3667,0.3561,0.109140877879874
"652.4851@23.207981",7.39897879187268e-06,0.0033,0,0,0.0799,0.0054,0.3215,8.54709619061154e-05
"653.2993@22.531416",0.130555141108687,0.5085,0.0339,0.7269,0.111,0.7128,0.0467,0.181467979109572
"653.2996@22.395899",0.188576223420419,0.87,0.239,0.122,0.1628,0.0683,0.7635,0.245809474108328
"653.4613@24.155664",0.0120887317440294,0.6191,0.0573,0.3694,0.0022,0.0368,0.1216,0.0240696887622576
"653.8013@0.5950792",0.000266324316157251,0.001,4e-04,0,0.6833,0.1777,0.3826,0.00134669654207818
"654.4621@22.724852",0.193824978572815,0.5425,0.1161,0.0601,0.3053,0.1879,0.8492,0.252405705818826
"654.4799@22.948448",0.65571026615656,0.5147,0.5507,0.9044,0.2156,0.5558,0.4469,0.688598555368174
"655.1851@26.252426",0.203021957923991,0.6444,0.1366,0.3041,0.0615,0.1476,0.6024,0.261837751316792
"655.2337@22.036833",0.258444359692676,0.1183,0.1577,0.6876,0.889,0.1555,0.2231,0.318890830560024
"655.2404@22.11971",0.376370298947737,0.5406,0.9169,0.3516,0.6012,0.0952,0.2814,0.431115695300433
"655.3174@22.845919",0.000273474722712108,0.1408,1e-04,0.0018,0.0016,0.0402,0.1188,0.00136737361356054
"655.5659@26.142284",0.0222827825753732,0.0274,0.0051,0.2799,0.3556,0.1785,0.0345,0.040790886135246
"656.5125@26.695759",0.384218883320752,0.2391,0.7449,0.8601,0.4137,0.1031,0.5869,0.437800428273647
"656.5693@25.873291",0.231669574901624,0.8773,0.5945,0.125,0.4641,0.0647,0.2969,0.29046962895978
"657.2534@22.273638",0.000139860594636554,0.2334,0.002,1e-04,0.031,9e-04,0.224,0.000832947541391032
"657.3235@22.19581",0.245500308009805,0.1429,0.052,0.116,0.5074,0.9466,0.5226,0.305734584324478
"657.3246@22.05552",0.0287550428594394,0.0062,0.0187,0.0181,0.6547,0.4943,0.8556,0.0505666108026887
"657.5815@27.135054",0.000529406489780615,0.0367,0.0089,0.5774,0,0.0076,0.0214,0.00224495157058868
"657.5822@27.237175",0.572152017435204,0.3756,0.9352,0.3801,0.3117,0.9626,0.3051,0.61531597380672
"658.4929@22.876932",0.0496954760220727,0.0315,0.0289,0.0094,0.9283,0.6145,0.6996,0.0807175004479726
"658.5106@23.208",7.22050974539812e-05,0.0147,1e-04,0,0.0369,0.0149,0.8591,0.000497095354067216
"659.2728@22.447073",1.94013021250772e-05,0.326,2e-04,2e-04,2e-04,1e-04,0.9296,0.000180539894775024
"660.515@22.715883",0.912849137032485,0.863,0.7437,0.6732,0.6103,0.5283,0.948,0.91902167064127
"661.2611@22.074339",0.394728359747241,0.2423,0.0965,0.3144,0.5393,0.791,0.37,0.448385600999055
"661.2637@22.18105",0.744162359344954,0.5584,0.2842,0.4477,0.5704,0.865,0.6601,0.770021283028755
"661.4137@22.869299",0.0238530172011091,0.1014,0.0175,0.0041,0.371,0.1886,0.7435,0.0428459022111075
"663.4285@22.94668",0.311481500036389,0.3683,0.3924,0.0646,0.9998,0.3686,0.3937,0.370022349334008
"664.4196@22.873339",0.208357694703054,0.7361,0.1728,0.0624,0.3151,0.1407,0.6729,0.267542074834161
"665.207@26.252977",0.160848740542068,0.3943,0.1461,0.5504,0.0316,0.1639,0.3774,0.214892634423102
"665.2913@22.44647",0.36573032712955,0.4573,0.1394,0.1331,0.3873,0.3865,0.9284,0.420995707137985
"665.5943@26.129232",0.150030528787903,0.0307,0.1025,0.0956,0.587,0.4725,0.9089,0.202051164397779
"666.0717@1.3847005",0.0276388637248298,0.6048,0.1982,0.0582,0.1405,0.0063,0.1793,0.0489895203588253
"666.4374@22.949604",0.415089550269167,0.2254,0.6264,0.147,0.414,0.8117,0.2792,0.467019309286888
"666.5439@22.997986",4.76011891015204e-08,0,0,0,0.0283,0.0293,0.9213,2.79153212507063e-06
"667.4587@23.208113",7.49030389302074e-06,0.0062,3e-04,0,0.1827,0.002,0.0755,8.57863864670752e-05
"667.6025@28.058285",0.0117379408243263,0.0122,0.0125,0.003,0.8236,0.4766,0.659,0.0236168779348308
"667.61@27.134165",0.0142889372874537,0.0153,0.0469,0.0019,0.6847,0.4856,0.2774,0.0276294025471688
"668.4232@22.745878",0.200040639889998,0.6544,0.0807,0.1683,0.1066,0.2359,0.5376,0.258913306604964
"669.5809@26.655386",1.05893823043601e-06,0.0013,0,0,0.0094,0.0044,0.9182,1.77372153598032e-05
"669.5815@26.884277",0.00358652604547649,0.456,0.0266,8e-04,0.0971,0.0051,0.3622,0.00917165057431011
"669.619@29.888271",0.65821236632511,0.9948,0.5635,0.2897,0.5675,0.2924,0.6713,0.690144421655436
"669.775@0.59633356",3.50418584704748e-07,0,0,0,0.6945,0.5923,0.922,8.38501613400647e-06
"670.4671@23.213987",0.220164121787658,0.3669,0.0399,0.3272,0.2105,0.9806,0.1944,0.280170867232157
"671.2947@22.401201",0.00388679244909984,0.2022,0.0088,0.0013,0.0935,0.0124,0.4579,0.00969888618583573
"671.2965@22.262049",0.87374046654518,0.99,0.7539,0.4937,0.7582,0.4892,0.7351,0.887651421660759
"671.5979@27.951288",0.0750601568008574,0.4108,0.0755,0.0174,0.2995,0.1006,0.6101,0.113011921475448
"673.5042@24.487997",0.00433304170354498,0.741,0.0028,0.0648,0.0014,0.0351,0.1924,0.0104806423876359
"673.6805@24.562447",0.000542715698860441,0.8471,8e-04,0.0019,0.0012,0.0028,0.7349,0.00228125506192514
"673.8664@0.5844644",3.65671795621303e-07,0,0,0,0.7366,0.3795,0.6249,8.45418534138146e-06
"675.2791@22.057558",0.251583547013822,0.094,0.1532,0.0618,0.7928,0.8724,0.6671,0.31186119611334
"675.2833@22.195576",0.70904528538958,0.5918,0.8541,0.6835,0.4256,0.2628,0.814,0.737758888504194
"675.5191@24.994745",0.0305714827528439,0.0142,0.0072,0.0483,0.6692,0.3642,0.1967,0.0534104131535996
"677.2463@22.343655",1.58014465302392e-05,0,1e-04,1e-04,0.1997,0.1847,0.921,0.000155028001844959
"677.3097@22.29141",0.0541599228558857,0.6296,0.2673,0.0207,0.4611,0.0265,0.1543,0.0863192665029566
"677.519@24.520567",0.00241953022044117,0.0077,0.0024,6e-04,0.493,0.1367,0.4697,0.00689823509657695
"677.6309@28.05988",0.0123310404052765,0.0771,0.1336,0.0022,0.8364,0.0707,0.067,0.0244431866021754
"677.7017@24.54222",0.00676676744774007,0.9716,0.0094,0.0097,0.01,0.0105,0.7462,0.0149558967995422
"678.4617@22.715012",0.11822459902744,0.9895,0.1829,0.0991,0.1151,0.0436,0.749,0.166583556989242
"678.4978@25.80638",0.0416668302400542,0.9026,0.0263,0.9432,0.0176,0.9496,0.0134,0.0698792897642962
"679.2182@22.06996",0.143301474848264,0.7915,0.4232,0.675,0.3243,0.1608,0.0279,0.194553167473834
"679.477@24.216635",2.93728052715991e-05,0.7105,0,0.0026,0,0.0035,0.0345,0.000247537796142229
"679.5367@25.015808",0.0421495500024055,0.023,0.0947,0.0287,0.0593,0.7089,0.0898,0.0706004962540292
"679.6105@26.885395",0.0115744858320604,0.2333,0.0113,0.0042,0.0863,0.0419,0.8934,0.0233230240826481
"679.6107@26.651997",4.9101956494102e-06,0.0079,0,0,0.0171,0.0028,0.638,5.98151106382697e-05
"679.6465@29.883665",0.511646619890561,0.6608,0.3245,0.1707,0.5532,0.3331,0.7465,0.556047421454462
"680.5141@26.760014",2.71618902714099e-06,0.0041,0,0,0.0025,4e-04,0.6321,3.83125610144098e-05
"681.3239@22.20393",0.0123223814244768,0.5261,0.0165,0.0131,0.0308,0.0175,0.9298,0.0244431866021754
"681.5822@26.414387",0.0771034029545801,0.5619,0.1278,0.2739,0.0207,0.0488,0.5188,0.115182341091569
"681.6262@27.950766",0.394847021775288,0.8594,0.4038,0.2065,0.3119,0.1436,0.7243,0.448385600999055
"682.5855@26.089659 - 26.113684",0.000116891304469458,5e-04,0,1e-04,0.152,0.3705,0.5563,0.000728531851111968
"683.2517@22.4465",0.0910708160531838,0.8071,0.3375,0.0444,0.2357,0.0254,0.331,0.133371468318324
"683.4002@22.74565",0.398359230104303,0.2884,0.2162,0.0971,0.8337,0.4858,0.6392,0.451608602656316
"683.5983@27.328445",2.98530084126281e-05,0.0215,1e-04,0,0.0281,0.0051,0.6386,0.000247537796142229
"685.6132@28.904215",0.0206503640070113,0.0615,0.04,0.0024,0.7782,0.205,0.3544,0.0381149969275414
"685.6133@27.9165",2.17954120801389e-05,0.0051,1e-04,0,0.1261,0.0068,0.2549,0.000194705681249241
"685.7484@0.5975334",1.20914389611926e-10,0,0,0,0.3011,0.1529,0.7323,4.05063205199951e-08
"686.5245@22.988409",4.22677631646273e-05,1e-04,0,0,0.1736,0.4831,0.4933,0.000319818588995263
"686.5996@27.326044",8.00891883145916e-06,0.0075,0,0,0.0229,0.0047,0.6866,9.09487392725023e-05
"687.1863@26.27844",0.0427621691673367,0.2608,0.0136,0.0236,0.1098,0.1857,0.7249,0.0715372118404883
"688.55@24.390158",0.106417116854334,0.2584,0.0193,0.1048,0.1218,0.5677,0.2618,0.15267861528493
"689.499@24.22228",0.0517038223524275,0.3916,0.1355,0.0103,0.4759,0.0587,0.2666,0.0829786923723489
"689.8403@0.5875001",1.82442183582765e-09,0,0,0,0.9178,0.753,0.6826,4.07454210001508e-07
"691.2015@26.372944",8.8196453489342e-06,0.022,0,0,6e-04,0.0083,0.2259,9.76721055171226e-05
"691.4576@22.947062",0.0138560367012589,0.1485,0.027,0.0021,0.338,0.0431,0.2931,0.0270263306836782
"691.6109@26.412964",0.494136702499778,0.6235,0.485,0.5231,0.1995,0.196,0.9011,0.540966651429496
"692.4178@22.732454",0.0949540664987967,0.1208,0.1721,0.0159,0.8486,0.2828,0.2231,0.13800265629977
"693.4193@22.748095",0.247776407768617,0.1726,0.5507,0.0659,0.4337,0.6352,0.2066,0.308282624336069
"693.6271@27.326548",3.66904503068533e-06,0.0049,0,0,0.0147,0.0041,0.8037,4.88293274408532e-05
"695.6417@28.90602",0.373372414179164,0.3532,0.3403,0.0854,0.9523,0.4264,0.4847,0.42872239503006
"695.6419@27.917309",0.000734804140756884,0.0891,0.0047,1e-04,0.165,0.0097,0.2478,0.00286231845527391
"696.311@22.701477",5.52866074532421e-05,0.0703,0.0379,0,0.5617,4e-04,0.0075,0.000407055241688706
"696.5993@26.650171",4.71481222208414e-06,0.0086,0,0,0.0401,0.0015,0.2681,5.84985960888218e-05
"697.2066@26.277653",0.155837954887971,0.7512,0.0518,0.1752,0.0771,0.2529,0.4716,0.20924134223435
"697.3094@22.531351",0.0927032200295342,0.2789,0.5485,0.0944,0.0926,0.544,0.0231,0.135024255260409
"697.6138@28.15459",0.000712423309484289,0.2917,0.0013,6e-04,0.0125,0.0057,0.9529,0.0027913661833595
"698.45@22.738482",0.259151785947407,0.2336,0.1775,0.0545,0.8333,0.4078,0.5677,0.319469542934246
"698.4709@22.98102",0.00216537892566182,0.0118,0.0019,4e-04,0.3728,0.1371,0.6149,0.00637715991293811
"699.231@22.021795",0.00283886611847561,7e-04,0.0045,0.0627,0.3858,0.0157,0.1304,0.00774761832740799
"699.5213@24.65566",0.000137810077946443,0.0358,0.057,0.0209,2e-04,0,0.7318,0.000831387060312352
"699.5925@26.553076",0.00187666849032486,0.0121,3e-04,0.0034,0.0766,0.4916,0.257,0.00570234870076035
"699.7054@24.592743",0.000258026343873285,0.6636,0.0055,1e-04,0.0138,4e-04,0.2579,0.00130967916965986
"700.6144@28.154722",7.05472690132325e-06,0.0415,0,0,2e-04,0.0054,0.1656,8.29239828752031e-05
"701.5361@25.183758",0.223359087986274,0.0735,0.0668,0.049,0.9163,0.6966,0.7944,0.282626230313132
"703.3288@22.53089",0.0698225271930768,0.8531,0.7707,0.0444,0.6336,0.0659,0.0222,0.106562854713807
"703.7025@24.565384",0.0500639219208274,0.9061,0.2527,0.0172,0.2128,0.0136,0.2034,0.0811192930760686
"705.6268@27.062641",7.45577691426691e-05,0.1013,2e-04,0,0.0062,0.0019,0.7563,0.000507144216503434
"705.8134@0.5894763",0.0281403454781496,0.0668,0.1346,0.9183,0.5965,0.0094,0.0418,0.0496812423461402
"707.3977@22.734217",0.825601708108106,0.8764,0.8591,0.5852,0.6913,0.3744,0.6654,0.845799915034298
"707.509@24.844343",0.00024814334142087,0.0014,0.9702,0.0187,1e-04,0.0643,0.004,0.00126913006680903
"707.6421@28.153992",0.00439150959881018,0.8049,0.009,0.0059,0.0123,0.0072,0.9625,0.0105838540690749
"708.1785@26.379286",6.03565590451272e-05,0.0165,0,0,0.006,0.0128,0.6499,0.0004402701757267
"708.6003@26.411034",0.85584630714586,0.5043,0.9434,0.664,0.4581,0.7326,0.6005,0.872597739111504
"710.6174@27.329668",2.98552887635362e-05,0.0126,1e-04,0,0.0414,0.0083,0.6424,0.000247537796142229
"711.6352@26.53716",0.00156405239965851,4e-04,0.0111,0.0025,0.0599,0.2653,0.4056,0.0049038828531278
"712.6317@27.914585",1.91766886703526e-05,0.0046,3e-04,0,0.2574,0.0069,0.1238,0.000179697642085822
"712.6325@28.90457",0.00778100519948866,0.0242,0.0561,8e-04,0.7651,0.2103,0.1341,0.0167360304451281
"713.5357@24.91245",0.00378797017596211,0.6575,0.0613,0.0041,0.0261,0.0013,0.3907,0.00959523636255052
"714.182@26.279297",0.0778479598697277,0.1739,0.0213,0.0369,0.2328,0.3724,0.7274,0.115906962472706
"714.266@8.516188",0.00327137306972802,0.5107,0.0105,0.0213,0.0022,0.0041,0.5717,0.00852848232185905
"714.4384@22.877596",0.103710616625885,0.0406,0.4393,0.0467,0.1287,0.7302,0.1624,0.149271993854658
"715.5141@24.366087",0.130358414660502,0.4139,0.4833,0.0246,0.9317,0.1435,0.1373,0.181391771178684
"715.549@25.399876",0.000301116931659351,0.3027,9e-04,3e-04,0.0076,0.0022,0.7488,0.00146726068517647
"715.551@25.532402",0.000985101801086796,0.8901,0.0035,0.0024,0.0026,0.0017,0.891,0.0035580496319577
"716.4503@22.956135",0.266292223083142,0.1446,0.3078,0.1612,0.1768,0.8114,0.2192,0.326469880083633
"717.5313@24.783241",0.312274725652267,0.3263,0.3176,0.7402,0.9647,0.129,0.135,0.370308081746936
"719.4366@22.877085",0.843705540346293,0.7098,0.6202,0.7799,0.8897,0.5016,0.4314,0.861711451268318
"719.5447@25.085312",0.000418972075841073,0.0754,2e-04,0.0029,0.0015,0.0378,0.0754,0.00184678480798368
"719.6408@27.808645",3.50900158073708e-05,0.0095,1e-04,0,0.0438,0.0047,0.4168,0.000278228527703414
"720.4814@23.210255",0.00706336909050931,0.1469,0.0018,0.0051,0.05,0.1498,0.4584,0.0154908585618371
"720.5402@23.9059",0.222157093668561,0.2124,0.11,0.0513,0.6726,0.4965,0.8366,0.281637185918516
