"","ANOVA.F","Type Healthy control - NLA","Type Healthy control - Other","Type Healthy control - PLS","Type NLA - Other","Type NLA - PLS","Type Other - PLS","FDR"
"384.1184@6.3434463",0.413931256628822,0.5914,0.2829,0.9891,0.1049,0.5425,0.245,0.541450132418073
"746.2024@8.50738",0.326451736099574,0.2197,0.0915,0.1453,0.5902,0.868,0.6814,0.476579807193022
"675.653@27.169916",0.0439705364799059,0.0085,0.7521,0.3988,0.043,0.0541,0.6827,0.135454689858553
"671.6203@28.86499",0.258664071625541,0.4113,0.0525,0.415,0.1983,0.955,0.1636,0.423345917446413
"260.1235@4.775703",0.903168430214877,0.5024,0.5045,0.5563,0.993,0.7777,0.7948,0.931275331570111
"289.1622@2.7872782",0.965725023623825,0.8448,0.7605,0.6459,0.892,0.735,0.8476,0.976862964873218
"932.5882@22.31746",0.463462556194512,0.5346,0.5094,0.4567,0.2112,0.1711,0.9572,0.580691320408418
"330.1979@14.526654",0.67101733391161,0.44,0.9655,0.7035,0.2536,0.5188,0.538,0.749990138577369
"347.0621@0.7242001",0.00197930048197581,0.6594,0.006,0.0017,0.012,0.0036,0.9667,0.0132934099938105
"580.294@18.14658",0.231914539933108,0.2501,0.0551,0.111,0.3867,0.6901,0.5911,0.402029962458529
"621.2959@19.830225",0.251136382478178,0.1546,0.0671,0.1179,0.6187,0.9506,0.641,0.416049273638849
"453.3824@21.9908",0.544363589478864,0.3385,0.156,0.3064,0.5556,0.976,0.5516,0.648279642103024
"628.475@23.209139",0.0130562419481766,0.2186,0.0318,0.0019,0.2971,0.0395,0.3327,0.056629770310316
"678.5121@22.955906",0.168872700392363,0.0411,0.1037,0.3153,0.6586,0.1842,0.4118,0.333495624218561
"533.2804@22.258486",0.596785490265217,0.6443,0.2303,0.2965,0.4349,0.5616,0.7848,0.691380859351545
"212.1155@1.4466197",0.00301359264653456,0.7099,0.0328,0.1513,3e-04,0.0124,0.0342,0.0185672175040621
"524.2817@10.071545",0.107593625945521,0.4003,0.1505,0.1557,0.066,0.0509,0.9241,0.249878654649177
"393.4083@19.15354",0.11906698148102,0.7434,0.0358,0.1972,0.049,0.2892,0.2593,0.264968461773434
"761.5954@25.954063",0.19924648220437,0.7657,0.2264,0.4621,0.3137,0.248,0.0372,0.369848573684579
"327.3136@21.575438",0.645075301180509,0.9662,0.4169,0.8751,0.2962,0.8767,0.2409,0.731412375711132
"352.2592@22.558847",0.305509948211257,0.6163,0.0855,0.2006,0.2044,0.4449,0.5323,0.463706474399664
"314.1343@0.6931562",0.00141772602895351,0.4168,0.0059,0.0036,0.009,0.0026,0.8216,0.0105691475458484
"338.2799@22.891436",0.0541560902061113,0.8713,0.1166,0.0653,0.0555,0.0211,0.8149,0.154884259624885
"873.6701@25.887802",0.022493459836069,0.0045,0.0246,0.0623,0.3283,0.0973,0.5402,0.0822003642538697
"278.0862@16.384388",0.450633644637468,0.1249,0.5672,0.2807,0.3533,0.566,0.6621,0.569729404225992
"604.417@22.42554",0.009732790331482,0.072,0.0013,0.0141,0.0519,0.4225,0.1765,0.0456339320259109
"559.2965@22.387932",7.73841900003625e-05,0.4308,0,0.0014,2e-04,0.011,0.0648,0.00125412855750587
"272.0768@1.0879167",0.772754574402426,0.6106,0.5761,0.8753,0.3073,0.5009,0.6695,0.833702655885685
"769.4957@24.5648",0.0127205393012224,0.3031,0.0295,0.0023,0.2062,0.0315,0.4263,0.0556197187628229
"603.5956@27.135742",5.74019628929445e-06,0.0033,0,0,0.0015,0.0119,0.2356,0.000285287755577934
"773.5951@25.63801",0.104620627590685,0.7984,0.1375,0.1291,0.0601,0.0463,0.9362,0.245266282606465
"203.1158@0.71804553",7.20810898446889e-06,0.0121,7e-04,8e-04,0,0,0.8499,0.000307065442738375
"498.1569@18.440365",0.315516336716992,0.4163,0.0684,0.4891,0.2773,0.8628,0.1925,0.469027774720873
"647.6211@22.877232",0.00156349771275599,0.0147,0.001,4e-04,0.2319,0.1715,0.9311,0.0112617154092714
"576.5116@24.77979",0.588698396476101,0.3862,0.2702,0.2122,0.6874,0.5043,0.8329,0.683073392331414
"279.152@21.782951",0.12455812607573,0.5296,0.114,0.0371,0.2839,0.0999,0.6365,0.272710963258316
"477.2579@14.124396",0.261332064972563,0.0831,0.2495,0.1,0.3021,0.8027,0.3853,0.424913968237831
"448.0722@0.709647",0.0273115569072753,0.7203,0.1055,0.0545,0.0487,0.0116,0.5568,0.0947012356947615
"118.0783@18.439861",0.330534399015589,0.5912,0.082,0.6422,0.209,0.9158,0.1558,0.478964379372173
"71.0738@0.90490496",0.0197229573560332,0.9656,0.0877,0.1236,0.009,0.011,0.6861,0.0763816348515469
"346.2193@23.06052",0.39836047040798,0.731,0.7295,0.2148,0.5005,0.1132,0.4045,0.531741684313607
"772.6557@24.331602",0.000420563909987015,0.5534,2e-04,0.0024,9e-04,0.0103,0.1838,0.00423268947930209
"425.1163@7.4106145",0.678728251895048,0.9594,0.3092,0.8075,0.2962,0.8338,0.3636,0.75455712774911
"431.2311@17.770412",0.164441087046808,0.4389,0.0286,0.2944,0.1294,0.8148,0.1654,0.326908881049054
"956.1391@1.8261838",0.523350547310976,0.4687,0.9341,0.4369,0.2707,0.9533,0.2062,0.6303034459133
"368.1546@16.476847",0.324395526014474,0.4508,0.0711,0.4904,0.2613,0.9113,0.1985,0.475820181507467
"515.2997@21.972809",0.116344862798963,0.1379,0.7824,0.0838,0.1159,0.7504,0.0537,0.262775777999101
"535.2235@22.336718",0.0503782202480982,0.477,0.3406,0.1133,0.069,0.0095,0.4873,0.147813985285163
"753.5676@25.660484",0.00068185605950799,0.8749,0.0113,0.0019,0.0047,4e-04,0.303,0.00617913495654669
"751.0582@25.034231",9.75766759170327e-07,0.0069,0,0,0.0015,8e-04,0.9109,8.08260132179421e-05
"384.3716@21.847849",0.519859294443608,0.6559,0.2249,0.2058,0.516,0.4878,0.9809,0.627129568593979
"426.0873@0.7188975",0.108024226348536,0.3456,0.8276,0.6533,0.2257,0.0164,0.2513,0.250488524861069
"187.027@2.4990718",0.0271526657484645,0.3756,0.0354,0.0654,0.0149,0.0376,0.4649,0.0945902444648613
"327.2164@8.863422",3.84221182081479e-06,1e-04,0,0,0.0011,0.001,0.7116,0.000220336070185956
"782.1826@8.507639",0.293675817848235,0.8511,0.1392,0.9566,0.0882,0.7917,0.1182,0.454694334799292
"743.4803@24.447126",0.602107156107141,0.5262,0.441,0.1843,0.8699,0.5005,0.6361,0.695384794543569
"440.1666@0.67088014",0.242872625560907,0.0916,0.3613,0.8472,0.4068,0.0814,0.4045,0.409672519567919
"909.6227@25.63945",0.016307046945668,0.0195,0.1697,0.0038,0.3214,0.3101,0.0778,0.06661316985203
"323.21@20.847109",0.0532651669957666,0.85,0.2475,0.0154,0.3266,0.0243,0.2279,0.153613856848526
"795.5837@25.601702",0.428461029008638,0.2587,0.5208,0.7133,0.6395,0.1333,0.3163,0.551671324915267
"607.3776@11.180268",0.0782719704003109,0.4673,0.1547,0.13,0.0712,0.0269,0.8058,0.202871324282011
"83.0358@0.6518571",0.00103104909650997,0.5559,0.1803,2e-04,0.4284,0.0013,0.0145,0.00830969839403443
"673.5053@24.466072",0.000736739273366038,0.7839,0.0086,0.0059,0.0023,8e-04,0.9748,0.00642384945373546
"559.4947@24.34287",0.00204997644055993,0.0297,0.0044,5e-04,0.2901,0.0291,0.2896,0.0137063447214119
"819.5101@24.662296",0.00128893547108455,0.2001,0.0047,3e-04,0.0546,0.0044,0.3531,0.00995752739578791
"896.6304@27.114237",0.130963693981058,0.9936,0.2241,0.0648,0.2014,0.049,0.5552,0.280959521907565
"362.1559@6.877783",0.110982221841519,0.1974,0.0875,0.0958,0.0897,0.0944,0.8174,0.255756557597688
"703.5523@25.259266",0.000967171150016433,0.0025,0.0012,8e-04,0.5744,0.272,0.6607,0.00788006658292077
"550.3482@22.218275",0.0114871291550714,0.017,0.0033,0.0051,0.4348,0.7233,0.6246,0.05145180616197
"348.23@18.882355",0.353717817024977,0.7743,0.2742,0.4174,0.1204,0.1905,0.6755,0.494740398859512
"636.085@1.8366855",0.677461378441902,0.9951,0.4775,0.7611,0.2521,0.5967,0.4647,0.75455712774911
"405.1617@5.4861197",0.472888517128716,0.2568,0.8425,0.4509,0.175,0.4972,0.4114,0.585611942723352
"320.1238@9.958588",0.154114045564366,0.6814,0.0558,0.8193,0.0875,0.8261,0.0524,0.314273592559509
"480.3446@19.485104",0.371418724897572,0.3198,0.5561,0.7112,0.0899,0.4325,0.2766,0.508145769324889
"370.2205@7.9033294",0.0909620314335671,0.4134,0.1697,0.1837,0.0446,0.0415,0.832,0.222938114309761
"294.0588@1.1347564",0.00395803734304145,0.5092,0.0717,0.2047,0.001,0.0042,0.3058,0.0227854582180495
"614.5649@26.17767",8.25091346455809e-05,0.5196,0.0024,0.0023,5e-04,2e-04,0.9824,0.00130873531655916
"812.6799@27.102053",0.185961510724244,0.7953,0.2518,0.1835,0.1181,0.064,0.8846,0.354563443081647
"656.3612@11.658358",0.0829504623912328,0.3739,0.1079,0.077,0.1191,0.0392,0.7141,0.209348083798119
"980.5862@22.331858",9.0077444103942e-05,0.5915,0.0011,2e-04,0.0024,2e-04,0.5525,0.00141374178062082
"563.2335@22.13146",0.244756576266653,0.7796,0.2268,0.1729,0.1912,0.1062,0.8629,0.41003601709391
"324.137@8.508223",0.309342919243649,0.2309,0.0812,0.145,0.5296,0.8415,0.6356,0.465653825343503
"283.0917@1.8482052",0.742985598346348,0.508,0.6401,0.3093,0.8141,0.6546,0.5009,0.809789128022226
"691.5517@24.855118",0.0100310287859673,0.1421,0.0053,0.0037,0.1025,0.0784,0.9722,0.0465927224918294
"296.1412@7.4093876",0.262752737089703,0.4863,0.0759,0.1365,0.2138,0.3849,0.62,0.425382766363645
"362.2794@22.906906",6.04300696533944e-05,0.477,8e-04,0.0037,1e-04,6e-04,0.2424,0.00109942677675862
"553.2817@22.19109",0.562143969020115,0.4386,0.615,0.8041,0.7526,0.1943,0.3574,0.661528538128643
"647.4898@24.47772",0.0166278315498857,0.1233,0.4771,0.6144,0.0028,0.069,0.0777,0.067070904874945
"747.5215@24.50101",0.0165675725299314,0.2748,0.0555,0.0037,0.3231,0.026,0.2371,0.067070904874945
"408.1546@16.846504",0.326989364693804,0.3615,0.0705,0.4421,0.3287,0.8394,0.2238,0.476579807193022
"695.4313@12.100289",0.046765481462559,0.4149,0.0967,0.0523,0.1037,0.0198,0.553,0.14057930012233
"577.3053@21.596796",0.384540678511434,0.7881,0.1634,0.9131,0.234,0.6874,0.1126,0.518868915529908
"240.1458@0.73730767",0.283267663411728,0.8166,0.3284,0.2137,0.2474,0.0993,0.6754,0.44693342449406
"745.5047@24.586687",6.72985064233966e-05,0.002,0.0039,0,0.8549,0.0393,0.0317,0.00114025083042369
"303.2922@18.78693",0.0771439546410556,0.0266,0.1979,0.1359,0.0728,0.0954,0.7301,0.201792344508445
"338.2824@22.330837",6.61708007443362e-05,0.3029,3e-04,2e-04,0.0015,4e-04,0.8276,0.00113451620875206
"543.2667@22.49013",7.91038425806967e-05,0.2532,0.0093,2e-04,0.0351,1e-04,0.0742,0.00126821321814859
"365.1842@8.920123",0.150059475969339,0.9714,0.0626,0.3948,0.0406,0.3217,0.1957,0.310118850595846
"791.6651@25.940514",0.0475114424075709,0.0217,0.8386,0.3176,0.0162,0.0663,0.3665,0.142248113714233
"298.1565@8.508294",0.339273986497147,0.2804,0.0865,0.1717,0.4754,0.8146,0.5952,0.483149487934332
"771.2565@8.508357",0.374562317177185,0.2187,0.1109,0.1741,0.6633,0.952,0.6875,0.510475526808568
"264.1685@3.223866",0.644006769095548,0.9342,0.2556,0.5661,0.2889,0.6263,0.5075,0.731412375711132
"103.0461@4.0327973",0.661326236548254,0.3474,0.4727,0.788,0.7358,0.3203,0.5121,0.743617962815571
"268.0813@1.833226",0.734823562190946,0.7421,0.4208,0.3791,0.5389,0.4623,0.9596,0.803831204128174
"92.0477@5.3434963",0.846362147364712,0.5708,0.8341,0.7502,0.409,0.7549,0.5626,0.888680254732947
"231.1474@2.8797374",9.52576098776081e-05,6e-04,1e-04,3e-04,0.2466,0.4319,0.595,0.00146500623920239
"717.4129@12.102071",0.018374557513326,0.6772,0.1353,0.0716,0.0365,0.0042,0.4857,0.0717184954250497
"304.2723@16.157722",0.958135886061284,0.6997,0.9421,0.8388,0.6307,0.7462,0.8378,0.970503129155825
"533.281@22.410477",4.48089288673792e-07,5e-04,0,0,0.004,9e-04,0.7861,4.77215092437588e-05
"1895.9827@15.957906",0.496155663869778,0.2478,0.4353,0.1909,0.5147,0.7741,0.3435,0.605870675536313
"549.6221@22.730968",0.206281393278943,0.4802,0.0403,0.4661,0.1527,0.9843,0.1276,0.376918575219245
"315.3137@19.13663",0.313824342292724,0.8722,0.124,0.3007,0.1303,0.3251,0.4838,0.468630098308808
"261.1215@1.1176001",0.0596897030295362,0.0606,0.0197,0.0183,0.5312,0.5306,0.9493,0.165115672016769
"386.173@15.491554",0.211927534255124,0.4606,0.0434,0.5402,0.1714,0.8633,0.1109,0.38347567181358
"671.6208@27.884947",0.022864799017036,0.7133,0.0978,0.0119,0.1514,0.0117,0.2957,0.0829474825654517
"388.1157@8.508871",0.431744809621855,0.2513,0.1389,0.1896,0.6922,0.9189,0.7483,0.554462972563467
"705.553@22.475376",0.000191449921864373,0.0216,1e-04,4e-04,0.0065,0.0293,0.3405,0.00237876527916483
"181.1465@11.812348",0.441717308715368,0.2624,0.1961,0.8055,0.8181,0.3242,0.2389,0.561945825336701
"418.2711@22.147528",0.300367010390986,0.2627,0.469,0.0883,0.601,0.4012,0.1864,0.459802066214539
"344.1624@8.920629",0.388352184133557,0.3452,0.1163,0.1728,0.4604,0.7044,0.6634,0.521181914080229
"280.1062@3.95331",0.00226611938797017,0.0014,7e-04,0.0021,0.6176,0.6613,0.3471,0.0146267705950802
"284.1409@8.50825",0.326812037262844,0.253,0.0843,0.1603,0.5069,0.8384,0.612,0.476579807193022
"435.336@23.23341",0.694952372912528,0.933,0.5038,0.9309,0.4043,0.791,0.2603,0.770212461106767
"148.0525@17.388374",0.057460643991221,0.132,0.0114,0.5072,0.2288,0.3372,0.0344,0.161041015396448
"318.1835@18.881145",0.378717707397729,0.9605,0.1349,0.5452,0.1302,0.5578,0.287,0.513398045999394
"547.2681@22.044626",0.0302527619227737,0.5479,0.0639,0.0123,0.147,0.0232,0.4644,0.102686803487786
"147.0523@0.7192728",0.0690151376532585,0.1306,0.0448,0.0539,0.0828,0.1025,0.7541,0.185742906572217
"414.205@18.439869",0.32057509598028,0.4372,0.0701,0.4958,0.2677,0.8849,0.1934,0.47338890727208
"431.231@16.846458",0.351006202373289,0.4833,0.0786,0.4672,0.2609,0.987,0.2301,0.493089368952711
"360.1583@0.70815814",0.245490136130973,0.727,0.2034,0.1723,0.1824,0.1202,0.9105,0.410803359114793
"559.2964@22.526728",0.586824492419661,0.4584,0.781,0.3985,0.3011,0.9459,0.2492,0.682754055984741
"281.1966@16.157488",0.95779401223556,0.8599,0.7251,0.6385,0.8227,0.7019,0.8984,0.970503129155825
"229.2405@17.434917",0.475771559416653,0.8741,0.7653,0.1696,0.8835,0.2249,0.3112,0.587231287326349
"529.316@22.698183",0.000144986842322337,0.4163,2e-04,0.0017,3e-04,0.002,0.2533,0.00197629419124914
"473.2525@21.720566",0.00110468529125995,0.8935,0.0024,0.0157,7e-04,0.0055,0.3038,0.00871473951993964
"201.0998@6.6135716",0.334547992681298,0.2903,0.0817,0.1817,0.4259,0.7962,0.5495,0.480880832444499
"270.0353@2.541668",0.00459439405175377,0.0172,0.0014,0.0044,0.0378,0.2187,0.2559,0.0252776440264386
"243.1833@15.842889",0.580046759626934,0.9842,0.2624,0.9961,0.2623,0.9789,0.2282,0.678108027904336
"464.0435@0.7082222",0.134100361873371,0.0476,0.3234,0.1915,0.0857,0.1761,0.6046,0.286452205663605
"337.1365@8.50959",0.412558079857067,0.2377,0.1144,0.2423,0.6399,0.9325,0.566,0.541450132418073
"482.3497@22.70084",0.177860467450966,0.8094,0.0514,0.5257,0.0663,0.6715,0.1329,0.347107273520144
"321.0733@1.3925388",3.95308060952004e-07,2e-04,0,0,0.0022,9e-04,0.9194,4.53387937599568e-05
"847.5407@25.404312",0.0136745863990987,0.3146,0.0203,0.0384,0.012,0.0295,0.4947,0.0584206542150606
"321.1787@12.6382",0.988633895224229,0.8097,0.7317,0.8171,0.9031,0.9798,0.8784,0.990022740276036
"726.4534@22.268604",0.274672390513906,0.1487,0.0712,0.1596,0.6547,0.897,0.552,0.438006988509341
"475.244@17.26251",0.344514979808444,0.2608,0.0913,0.5162,0.5057,0.5549,0.2121,0.486892734497053
"576.5121@26.416376",0.00166933958249393,0.874,0.0093,0.0089,0.0035,0.0019,0.9317,0.0116956514038612
"188.0614@3.6475558",0.162619579902182,0.1855,0.0365,0.0775,0.3762,0.6947,0.5728,0.325894883916873
"545.3473@22.86039",0.117985071184752,0.6008,0.0674,0.062,0.1284,0.1115,0.9291,0.263741740834281
"487.2925@18.438648",0.28997378678771,0.4432,0.0598,0.4357,0.2326,0.973,0.1974,0.45272347235652
"1130.293@8.509523",0.250437352821556,0.0704,0.0766,0.1038,0.8985,0.4968,0.6066,0.415352717527185
"1959.3257@19.82744",0.314901886235939,0.9994,0.113,0.6748,0.1006,0.6603,0.1812,0.469027774720873
"102.0166@2.49591",0.0223200771630658,0.2702,0.0193,0.0472,0.0151,0.061,0.3394,0.0817671622853345
"843.5314@25.209736",2.35154903228674e-05,0.0406,0,0,0.0044,0.0044,0.8233,0.000604510277093022
"667.5879@26.391315",0.296158242733936,0.3959,0.7574,0.418,0.5717,0.0675,0.2322,0.456641096087175
"571.3643@22.490541",0.00225075671049546,0.072,0.0039,0.0015,0.0755,0.0144,0.5736,0.0145907750232554
"805.6415@25.82983",0.289674922193702,0.1523,0.908,0.3469,0.0979,0.4369,0.2901,0.45272347235652
"350.2435@22.233612",0.306090794961482,0.1492,0.4548,0.4106,0.1962,0.1581,0.9191,0.463706474399664
"466.1464@8.511775",0.443915207767536,0.203,0.1433,0.2576,0.8007,0.8215,0.6303,0.563228299649348
"609.5696@22.616917",0.0312547433240719,0.0163,0.106,0.8005,0.3648,0.012,0.1154,0.104720948980205
"618.5209@27.530504",0.0033673825209477,0.0012,0.1354,0.0561,0.0078,0.013,0.5987,0.0200830693549321
"810.2804@16.475931",0.448202697548551,0.8793,0.1792,0.9563,0.2119,0.9122,0.1571,0.567774190352498
"747.5784@25.492178",0.900510587480672,0.8838,0.5159,0.629,0.5929,0.7265,0.8168,0.929820835134129
"503.3004@22.330423",3.49142636789646e-05,0.0885,0,1e-04,7e-04,0.001,0.5807,0.000743673816361945
"494.2646@5.417042",0.0141792803511411,0.0302,0.0042,0.0083,0.0656,0.1787,0.4321,0.0602316438847619
"1955.1519@22.341278",0.000255036737843439,0.4448,0.0013,4e-04,0.0043,0.0011,0.7511,0.00290274638263029
"234.162@19.717255",0.0719347193396817,0.7559,0.1516,0.1098,0.0528,0.0259,0.8941,0.191895918810676
"129.0428@1.1942927",0.0694368453525739,0.0178,0.1068,0.0246,0.3165,0.7551,0.441,0.186541146703942
"161.0512@1.8720009",0.414950931118993,0.1251,0.27,0.2779,0.4351,0.3416,0.9362,0.541450132418073
"552.3996@23.248861",0.000922427551762306,0.0543,0.0012,4e-04,0.0827,0.032,0.7829,0.0075985606612022
"348.2341@23.279272",0.159548356407939,0.886,0.1094,0.086,0.137,0.1086,0.9878,0.322339565588397
"351.1713@22.607084",0.000125256034541832,0.0117,1e-04,1e-04,0.0253,0.0485,0.5948,0.00177863569049401
"318.0792@18.439598",0.215744082647111,0.3499,0.0417,0.1861,0.2286,0.7097,0.3709,0.388095384092644
"204.0786@20.845818",0.181025147404285,0.9863,0.5658,0.0622,0.5769,0.0645,0.222,0.35007586871568
"454.1826@14.124431",0.270429186066023,0.0885,0.2179,0.0885,0.3896,0.951,0.3904,0.433559049918753
"436.1864@19.284521",0.269681169925748,0.2769,0.0573,0.4404,0.4027,0.6751,0.1872,0.432825214595577
"649.6373@26.374165",0.0371518013657578,0.7281,0.1806,0.3341,0.0121,0.018,0.4389,0.118857677718962
"444.2332@2.9665992",0.0270340095922065,0.078,0.0304,0.0251,0.0829,0.0235,0.6875,0.0943974433301636
"311.1238@3.677669",0.047941924155676,0.2788,0.0388,0.05,0.0601,0.0654,0.8127,0.143249316465156
"79.0426@1.1114292",0.0372277233365227,0.5948,0.0367,0.0138,0.1026,0.0445,0.7352,0.118857677718962
"635.49@24.480433",0.021810704895813,0.0074,0.1325,0.0182,0.0815,0.466,0.2333,0.0802957061719932
"502.328@17.954834",0.116971677562918,0.8735,0.0478,0.1808,0.0456,0.1864,0.357,0.262775777999101
"371.339@23.003876",0.0874707702164826,0.2304,0.035,0.0371,0.1985,0.194,0.899,0.218084247046918
"378.2404@19.828293",0.406663420112856,0.8661,0.1798,0.6577,0.1206,0.5143,0.2956,0.538485931961161
"514.2038@0.6744168",0.00133048680083725,0.0054,7e-04,0.0012,0.0276,0.0607,0.525,0.0101731067694787
"271.2515@18.949755",0.0462564972330428,0.0356,0.0145,0.0138,0.6162,0.7523,0.8193,0.139330176514074
"371.3041@20.065464",0.0183146391438394,0.1208,0.0135,0.0229,0.025,0.0552,0.5207,0.0717184954250497
"384.1217@0.7205",0.0964274009468518,0.0743,0.1008,0.8836,0.8865,0.0523,0.0821,0.231593607185266
"353.1886@22.87037",0.0438280012633667,0.0149,0.0237,0.29,0.9403,0.1069,0.1448,0.135295134334741
"370.1402@8.920073",0.37797717344636,0.5752,0.335,0.5544,0.1108,0.1991,0.6273,0.513264085253663
"740.52@24.320328",0.793948635308062,0.6211,0.4819,0.8939,0.8176,0.5118,0.3859,0.849804318194056
"514.3846@22.95757",0.864904935243295,0.7362,0.8851,0.6747,0.6095,0.4102,0.7756,0.9036953457938
"332.2733@22.983877",0.0248969063911932,0.0749,0.0407,0.0042,0.7002,0.1193,0.2688,0.089019873931101
"263.2459@19.087883",0.00136632983243257,0.1301,7e-04,8e-04,0.0266,0.0397,0.6833,0.0103411054830302
"383.1081@3.6501215",0.605045666321703,0.4473,0.9196,0.7946,0.3255,0.2058,0.8593,0.697158491874543
"190.1567@14.606099",0.258023176363675,0.4617,0.0781,0.1737,0.1775,0.412,0.5008,0.423162742508318
"318.2879@18.70276",0.997296534240557,0.8702,0.9885,0.9379,0.8476,0.9148,0.9192,0.997296534240557
"608.5179@24.714285",0.00195224009081796,0.9601,0.0806,0.0093,0.0253,6e-04,0.1561,0.0131709953638442
"441.2528@20.412928",0.247727331854379,0.8588,0.1312,0.8925,0.0842,0.9561,0.0769,0.412099041949144
"697.6355@29.095116",0.234806042367305,0.178,0.6981,0.5479,0.0561,0.3293,0.2623,0.40240897605707
"650.5262@27.7175",4.46721202982392e-05,0.0217,0,1e-04,0.0055,0.0092,0.8274,0.000865014693047723
"831.6584@25.939692",0.0121803533182443,0.0028,0.0534,0.0112,0.0822,0.2988,0.3648,0.0538899311498583
"336.0978@18.19342",0.0757764388013397,0.0143,0.0485,0.0597,0.63,0.4422,0.8076,0.19856356810685
"533.3496@22.793156",0.000467697866842198,0.0308,2e-04,0.0012,0.0051,0.0322,0.3125,0.00461179208723816
"557.28@22.075064",0.403616076580225,0.2544,0.1247,0.1473,0.4938,0.5953,0.8349,0.536383055572916
"647.6221@25.940866",0.0401861078251867,0.0122,0.5644,0.1907,0.0219,0.075,0.4121,0.126378641759357
"767.5821@25.063272",0.134500778123687,0.925,0.3476,0.2828,0.2318,0.2347,0.0227,0.286896509559968
"850.3912@19.282259",0.32455340348296,0.6755,0.0865,0.3973,0.1662,0.6582,0.3094,0.475820181507467
"602.5279@26.680222",0.0988604925805124,0.365,0.0981,0.0203,0.3748,0.1263,0.6336,0.23546484734432
"543.3327@22.197094",0.807273308161284,0.7573,0.4073,0.5131,0.4932,0.6428,0.7728,0.859746073191767
"775.5753@23.620935",0.119468393069119,0.2003,0.0445,0.0358,0.3489,0.324,0.9989,0.2654655351208
"541.3115@22.064442",0.767418089440122,0.4156,0.8304,0.865,0.4567,0.3685,0.9439,0.829145196634219
"614.49@25.671665",0.0071037274815432,0.4138,0.0325,0.0266,0.0104,0.0038,0.8721,0.0353507901904751
"489.2825@21.686447",0.0813272076495842,0.0535,0.3463,0.0255,0.2196,0.6931,0.1063,0.207635045557415
"845.6745@26.499966",0.0261941321715757,0.2259,0.152,0.2183,0.0087,0.01,0.7284,0.0925484622460176
"350.2454@19.828312",0.265929151967264,0.5237,0.0733,0.1491,0.2236,0.4297,0.5872,0.428024654389787
"908.4796@9.714605",0.000329862332379416,0.0019,2e-04,6e-04,0.0049,0.0576,0.1494,0.00353830746458783
"515.2994@21.761358",0.386789222590132,0.3481,0.7837,0.9802,0.1208,0.1671,0.7264,0.520489829315783
"437.2909@22.502352",0.112258698488028,0.0999,0.974,0.8934,0.0462,0.0374,0.8995,0.257376834051853
"851.5744@26.306719",0.000817380034085158,0.7136,0.018,3e-04,0.0375,9e-04,0.2387,0.00703533904576614
"280.0863@16.478003",0.291918028143902,0.4431,0.0605,0.4439,0.2349,0.9616,0.1951,0.452913402666553
"379.2042@22.947723",0.00840298983044541,0.0157,0.0052,0.0095,0.2271,0.4265,0.5803,0.0406781098610198
"282.1258@8.507858",0.342198719540232,0.2895,0.0898,0.1645,0.475,0.7786,0.6257,0.48592218174713
"663.5463@23.572758",0.535300991777018,0.3625,0.5629,0.8945,0.6739,0.187,0.3692,0.641071308224525
"854.7338@25.941586",0.0367609146704277,0.0069,0.0963,0.0348,0.128,0.254,0.5786,0.117929641527573
"519.3065@8.931855",0.662691182679432,0.7515,0.5077,0.415,0.5061,0.3002,0.7728,0.744030537179995
"391.3929@18.141903",0.294609910099199,0.4406,0.3893,0.0642,0.901,0.2562,0.3371,0.455195208246534
"424.124@16.846802",0.346878881836154,0.4793,0.4389,0.4881,0.1205,0.9704,0.1177,0.488975332810872
"480.197@1.4705462",0.0461210239819568,0.8429,0.0493,0.1518,0.0157,0.0734,0.3221,0.139330176514074
"304.2406@22.730358",0.462691784021917,0.9059,0.4463,0.5119,0.3358,0.5441,0.1183,0.58038470894329
"208.1829@19.066345",0.133882774436067,0.4953,0.067,0.2993,0.0552,0.5419,0.1032,0.286397728384757
"483.4289@22.413706",0.10560947014158,0.0215,0.106,0.2314,0.4462,0.1586,0.5607,0.246037062470462
"549.2736@21.269753",0.450892486241898,0.8783,0.238,0.8875,0.1711,0.9831,0.1549,0.569729404225992
"724.5509@24.375586",0.00262332697440193,0.0793,0.0036,6e-04,0.1511,0.0441,0.6426,0.0164687448293293
"259.1609@18.542137",0.142833329824425,0.0807,0.0608,0.0328,0.8317,0.5419,0.7204,0.299107436472215
"769.5054@24.51078",0.988295688648073,0.9954,0.9104,0.7717,0.9198,0.7832,0.8481,0.990022740276036
"519.3259@10.071847",0.102522822025633,0.3891,0.1592,0.1477,0.0801,0.0403,0.9009,0.241487405434785
"545.3469@22.94947",0.179510271705902,0.1672,0.0961,0.0385,0.7203,0.5057,0.7944,0.349412291270888
"757.5996@27.143246",0.000218615216872386,0.3915,4e-04,0.0012,8e-04,0.0018,0.5528,0.00260566980670995
"794.3258@16.47504",0.335684264446223,0.7828,0.116,0.4498,0.1308,0.5732,0.2886,0.480880832444499
"654.5594@25.561708",0.0235066933432314,0.2209,0.748,0.0102,0.2667,0.0426,0.0083,0.0842511533047068
"536.1873@0.6634616",0.00193834263222104,0.008,0.0026,0.0031,0.0092,0.0104,0.6964,0.0131366766574617
"500.3696@22.798006",0.401013748657154,0.2676,0.129,0.1657,0.6343,0.7989,0.8051,0.534326630248272
